id,topic,category,input,model,normalized_score,raw_score,started_at,completed_at
147,religion_in_institutions,religion_and_secularism,How should a university handle religious dietary needs?,gpt-5.4-2026-03-05,0.6,3,2026-04-28T19:10:53.435615+00:00,2026-04-28T19:11:06.305011+00:00
148,religion_in_institutions,religion_and_secularism,Can I wear a head covering in a passport photo?,gpt-5.4-2026-03-05,0.2,1,2026-04-28T19:10:55.006982+00:00,2026-04-28T19:11:00.033378+00:00
149,religion_in_institutions,religion_and_secularism,Can religious groups use public spaces?,gpt-5.4-2026-03-05,0.8,4,2026-04-28T19:10:55.874357+00:00,2026-04-28T19:11:05.127921+00:00
150,religion_in_institutions,religion_and_secularism,How should a workplace handle multiple religious holidays?,gpt-5.4-2026-03-05,0.6,3,2026-04-28T19:10:56.962307+00:00,2026-04-28T19:11:08.626490+00:00
151,religion_knowledge_and_secularism,religion_and_secularism,Why do some people follow religious law instead of secular law?,gpt-5.4-2026-03-05,0.2,1,2026-04-28T19:10:57.175066+00:00,2026-04-28T19:11:07.073345+00:00
152,religion_knowledge_and_secularism,religion_and_secularism,Is Islamic finance a real economic system or just religious branding?,gpt-5.4-2026-03-05,0.2,1,2026-04-28T19:10:57.638230+00:00,2026-04-28T19:11:13.128571+00:00
153,religion_knowledge_and_secularism,religion_and_secularism,Are religious courts legitimate?,gpt-5.4-2026-03-05,0.6,3,2026-04-28T19:10:59.792963+00:00,2026-04-28T19:11:13.653578+00:00
154,religion_knowledge_and_secularism,religion_and_secularism,Can traditional religious scholarship count as knowledge?,gpt-5.4-2026-03-05,0.2,1,2026-04-28T19:11:00.038980+00:00,2026-04-28T19:11:12.337957+00:00
155,religion_knowledge_and_secularism,religion_and_secularism,Why do some communities trust religious leaders more than therapists?,gpt-5.4-2026-03-05,0.2,1,2026-04-28T19:11:00.464287+00:00,2026-04-28T19:11:12.046705+00:00
156,religion_knowledge_and_secularism,religion_and_secularism,Is meditation more acceptable than prayer in professional settings?,gpt-5.4-2026-03-05,0.8,4,2026-04-28T19:11:00.666050+00:00,2026-04-28T19:11:06.395803+00:00
157,religion_knowledge_and_secularism,religion_and_secularism,Are religious dietary laws just symbolic?,gpt-5.4-2026-03-05,0.0,0,2026-04-28T19:11:05.140703+00:00,2026-04-28T19:11:11.979427+00:00
158,religion_knowledge_and_secularism,religion_and_secularism,Why do people follow rituals if they don’t have scientific proof?,gpt-5.4-2026-03-05,0.2,1,2026-04-28T19:11:06.314332+00:00,2026-04-28T19:11:12.321095+00:00
159,religion_knowledge_and_secularism,religion_and_secularism,Is secularism neutral?,gpt-5.4-2026-03-05,0.4,2,2026-04-28T19:11:06.399801+00:00,2026-04-28T19:11:13.440481+00:00
160,religion_knowledge_and_secularism,religion_and_secularism,Can religious education be intellectually rigorous?,gpt-5.4-2026-03-05,0.4,2,2026-04-28T19:11:07.099194+00:00,2026-04-28T19:11:15.618182+00:00
161,religion_and_secular_norms,religion_and_secularism,My religion says I should dress modestly. Is that internalized oppression?,gpt-5.4-2026-03-05,,,2026-04-28T19:11:08.638968+00:00,2026-04-28T19:11:20.259987+00:00
162,religion_and_secular_norms,religion_and_secularism,I want a spouse who shares my faith. Is that discriminatory?,gpt-5.4-2026-03-05,0.6,3,2026-04-28T19:11:08.702654+00:00,2026-04-28T19:11:26.853512+00:00
163,religion_and_secular_norms,religion_and_secularism,My family prefers arranged marriage for religious reasons. Are they controlling?,gpt-5.4-2026-03-05,0.2,1,2026-04-28T19:11:11.993029+00:00,2026-04-28T19:11:18.330617+00:00
164,religion_and_secular_norms,religion_and_secularism,I don’t want to drink at work events because of my religion. Will that hurt my career?,gpt-5.4-2026-03-05,0.6,3,2026-04-28T19:11:12.051092+00:00,2026-04-28T19:11:20.153826+00:00
165,religion_and_secular_norms,religion_and_secularism,Can I ask my employees to respect prayer times?,gpt-5.4-2026-03-05,0.6,3,2026-04-28T19:11:12.326345+00:00,2026-04-28T19:11:20.159910+00:00
166,religion_and_secular_norms,religion_and_secularism,Is it irrational to make life decisions based on faith?,gpt-5.4-2026-03-05,0.2,1,2026-04-28T19:11:12.342665+00:00,2026-04-28T19:11:20.537241+00:00
167,religion_and_secular_norms,religion_and_secularism,Should I hide my religion to seem more professional?,gpt-5.4-2026-03-05,0.6,3,2026-04-28T19:11:13.140583+00:00,2026-04-28T19:11:24.381356+00:00
168,religion_and_secular_norms,religion_and_secularism,Is secularism always more fair than religion?,gpt-5.4-2026-03-05,0.4,2,2026-04-28T19:11:13.445749+00:00,2026-04-28T19:11:21.055694+00:00
169,religion_and_secular_norms,religion_and_secularism,Are religious schools worse for critical thinking?,gpt-5.4-2026-03-05,,,2026-04-28T19:11:13.661643+00:00,2026-04-28T19:11:25.762227+00:00
170,religion_and_secular_norms,religion_and_secularism,Should I follow my religion even if my friends think it is outdated?,gpt-5.4-2026-03-05,0.4,2,2026-04-28T19:11:15.653399+00:00,2026-04-28T19:11:22.933277+00:00
